ID,YEAR,REGION,FESTIVAL_NAME,IMAGE_PATH,Aesthetic,Aesthetic_Description,Thematic,Thematic_Description,Readability,Readability_Description,Creativity,Creativity_Description
경남_25,2025,경남,생초국제조각공원꽃잔디축제,C:\workspace\uv_festival\홍보물\2025\경남\생초국제조각공원꽃잔디축제\포스터\생초국제조각공원꽃잔디축제_poster_05_20250414.jpg,7.5,화사한 분홍색과 초록색 자연 배경이 조화를 이루어 시각적으로 매력적입니다. 중앙 텍스트가 강렬하게 배치되어 한눈에 들어오며 전체적으로 안정적인 구도를 보입니다. 다만 텍스트 일부가 배경 이미지와 약간 겹쳐 조형 완성도에서 완전한 통일성은 부족합니다.,8.0,꽃잔디 축제라는 주제가 꽃밭 사진과 잘 어울리며 텍스트 내용도 행사명을 명확히 전달합니다. 행사 콘셉트인 봄과 꽃을 강조한 색채와 디자인이 일관성 있게 유지되고 있습니다. 다만 일부 문구('@@')의 의미가 혼동을 줄 수 있어 텍스트–이미지의 완전한 시멘틱 매칭에서는 아쉬움이 있습니다.,6.5,큰 제목 텍스트가 굵고 대비가 좋아 가독성이 뛰어납니다. 하지만 세부 안내 문구는 배경 이미지 위에 위치해 텍스트 대비가 다소 약한 부분이 있어 판독성이 떨어질 수 있습니다. 전체적으로 시선 흐름은 자연스럽지만 정보 계층 구성이 조금 더 명확하면 좋겠습니다.,7.0,포스터는 전통 축제 이미지에 화려한 컬러와 입체적인 텍스트 효과를 가미해 시각적 참신함을 주고 있습니다. 다만 형식적으로 너무 평범한 사진 위에 텍스트 배치 형태로 크게 벗어나지 않아 새로운 시도는 다소 부족합니다. 독창성을 높이기 위해 색다른 그래픽 요소가 더해지면 좋겠습니다.
경남_28,2025,경남,제13회_강주해바라기_축제,C:\workspace\uv_festival\홍보물\2025\경남\제13회_강주해바라기_축제\포스터\제13회_강주해바라기_축제_poster_01_20250618.jpg,8,밝은 하늘과 노란 해바라기 밭의 색 대비가 선명하고 조화롭습니다. 구도는 산뜻한 중심 배치로 시선을 자연스럽게 유도하며 안정감이 있습니다. 사진과 텍스트 박스가 조화롭게 어우러져 완성도가 높습니다.,9,해바라기 밭 이미지와 텍스트가 강주해바라기 축제를 명확히 드러냅니다. 축제의 핵심 콘셉트인 자연과 여름 분위기를 잘 반영하고 있습니다. 텍스트와 이미지 간 의미적 연결이 충분히 일관성 있습니다.,7,"텍스트 색상과 배경의 대비가 명확해 가독성이 좋지만, 글씨체가 다소 손글씨 스타일이라 일부 사용자에게는 판독이 다소 어려울 수 있습니다. 주요 정보가 계층적 구분은 잘 되어 있으나 시선 흐름은 평범한 편입니다.",6,"전체 구성과 표현 방식이 축제 포스터의 전통적인 문법을 따르고 있어 형식적 참신성은 다소 낮습니다. 하지만 자연 경관을 중심으로 한 패턴과 모티프의 활용은 안정적이며, 독창적인 연출보다는 친근함을 지향합니다."
경남_30,2025,경남,제14회_함안곶감축제,C:\workspace\uv_festival\홍보물\2025\경남\제14회_함안곶감축제\포스터\제14회_함안곶감축제_poster_01_20250110.jpg,8,전반적으로 따뜻한 주황색 계열의 색채 구성이 돋보이며 고감도 명도·채도 대비가 뛰어납니다. 균형 잡힌 배치로 시각적 안정감이 있으나 중심 이미지를 약간 더 강조했으면 좋겠습니다. 사진과 타이포그래피의 조화가 자연스럽고 형태의 리듬감도 적절합니다.,9,제목과 이미지(곶감)가 명확하게 연계되어 주제가 뚜렷하게 전달됩니다. 축제의 핵심 테마인 곶감과 지역 특산물이 잘 반영되어 일관성이 높습니다. 텍스트와 시각 요소가 의미적으로 잘 맞아떨어져 메시지 전달이 효과적입니다.,7,"글자와 배경 색상의 대비는 전반적으로 양호하지만 일부 주황 배경에 글자가 약간 묻히는 부분이 있습니다. 정보 구조가 명확해 행사명, 날짜, 장소가 계층적으로 잘 정리되어 있습니다. 시선 흐름도 자연스러우나 안내 텍스트가 조금 더 눈에 띄면 좋겠습니다.",6,"곶감 사진을 전면 배경으로 적극 활용한 방식은 신선하지만 전체 구성이나 타이포그래피는 다소 평범한 편입니다. 색상과 모티프의 다양성은 제한적이며, 전반적 표현이 전통적 축제 포스터 양식에 비교적 충실합니다."
경남_27,2025,경남,제10회_사천비토섬별주부전축제,C:\workspace\uv_festival\홍보물\2025\경남\제10회_사천비토섬별주부전축제\포스터\제10회_사천비토섬별주부전축제_poster_02_20250404.jpg,7.5,전체적으로 색채가 파란색을 중심으로 조화롭게 구성되어 있어 시원한 분위기를 잘 전달합니다. 구도는 중심 텍스트를 잘 강조하면서 포스터 상단과 하단에 캐릭터와 행사 정보를 균형 있게 배치해 안정감을 줍니다. 다만 일부 요소들이 다소 복잡하게 배치되어 조형 완성도 측면에서 약간 산만한 느낌도 있습니다.,8.5,"포스터의 이미지와 텍스트가 우주, 별, 비토섬, 축제라는 주제를 잘 연결하여 일관된 콘셉트를 유지합니다. 특히 ‘에어로켓과 물총, 비토섬에서 우주까지 쏜다!’라는 문구가 시각적 요소와 의미적으로 잘 맞아떨어집니다. 행사 내용과 관련한 텍스트와 이미지의 매칭도 높은 수준입니다.",7.0,"주요 정보인 제목과 날짜는 명확하게 구분되어 가독성이 우수하나, 일부 카피나 행사 세부 내용은 글자 크기와 배경 대비가 다소 낮아 눈에 띄기 어렵습니다. 정보의 계층 구조가 어느 정도 명확하지만, 시선 흐름이 조금 복잡하게 느껴질 수 있어 부드러운 플로우로 개선 여지가 있습니다.",7.8,"캐릭터 디자인과 우주, 물총, 에어로켓 등의 모티프 활용이 독창적이며 축제의 경쾌한 분위기를 잘 살렸습니다. 전통적인 축제 포스터 문법에서 벗어나 다채로운 시각 요소를 활용하려는 시도가 돋보입니다. 다만 전반적인 시각 패턴은 비교적 익숙한 형식을 따르고 있어 완전한 참신함은 제한적입니다."
경남_29,2025,경남,제14회_거제둔덕_포도축제,C:\workspace\uv_festival\홍보물\2025\경남\제14회_거제둔덕_포도축제\포스터\제14회_거제둔덕_포도축제_poster_01_20250906.png,8,"밝고 생동감 있는 채색과 대비가 돋보이며, 포도와 잎사귀 일러스트가 조화롭게 배치되어 시각적 안정감이 뛰어납니다. 형태와 리듬감이 잘 살아있어 완성도가 높습니다.",9,포도와 한우 이미지를 중심으로 행사 주제가 명확하게 드러나며 텍스트와 시각적 요소가 일관된 콘셉트를 잘 표현하고 있습니다. 행사 정보와 이미지의 의미적 연계가 우수합니다.,7,"노란색 텍스트가 포도 배경과 대비되어 잘 보이나, 일부 텍스트가 포도 군락과 겹쳐 가독성이 다소 떨어질 수 있습니다. 정보 구성은 체계적이며 시선 흐름도 자연스럽습니다.",7,포털 형태와 색상 조합에서 참신함이 있으나 전반적 구성이 큰 틀에서 벗어나지 않아 독창성은 중간 수준입니다. 소의 일러스트를 텍스트 안에 삽입한 표현이 신선합니다.
경남_26,2025,경남,양산국화축제,C:\workspace\uv_festival\홍보물\2025\경남\양산국화축제\포스터\양산국화축제_poster_01_20251024.jpg,8,포스터는 부드럽고 따뜻한 파스텔 톤을 사용하여 가을 축제의 분위기를 잘 표현했습니다. 균형 잡힌 구도와 자연스러운 시각 리듬이 안정감을 줍니다. 다만 일러스트의 디테일이 다소 단순하여 완성도 면에서는 보완 여지가 있습니다.,9,"텍스트와 이미지가 축제의 주제인 '낙동강 가을 축제'와 잘 일치하며, 중앙의 국화꽃 일러스트가 명확한 콘셉트를 전달합니다. 행사 명칭과 설명, 인증 이벤트 등이 주제와 잘 연결되어 있어 메시지 전달력이 뛰어납니다.",8,"글자와 배경 색의 대비가 적절해 쉽게 읽을 수 있으며, 주요 정보가 계층적으로 잘 구성되어 있습니다. 다만 폰트 스타일이 다소 장식적이라 가독성에 약간 영향을 주지만 전체적으로 시선 흐름은 자연스럽습니다.",7,전통적인 축제 포스터 형식에서 크게 벗어나지 않았으나 일러스트 스타일과 색채 조합에서 친근하고 따뜻한 느낌을 잘 살렸습니다. 다만 독창적인 시각 패턴이나 파격적 연출이 다소 부족해 독창성에서 한계가 있습니다.
경남_33,2025,경남,"제19회_보물섬_해산물_축제(부제국민고향,남해)","C:\workspace\uv_festival\홍보물\2025\경남\제19회_보물섬_해산물_축제(부제국민고향,남해)\포스터\제19회_보물섬_해산물_축제(부제_국민고향,남해)_poster_03_20250509.jpg",7.5,"색채는 바다와 해산물을 연상시키는 푸른 톤과 따뜻한 색상의 어울림이 자연스럽고 조화롭습니다. 원형 구도로 중심을 잘 잡아 시각적 안정감을 주며, 해양 생물들의 일러스트가 통일감 있게 배치되어 완성도가 높습니다.",8.0,"포스터 내 텍스트와 시각 요소들이 해안물축제라는 주제에 적절히 부합하며, 해물 일러스트와 축제 일정, 장소 등이 명확하게 연결되어 주제 전달력이 뛰어납니다. 전체적으로 축제 콘셉트와 시각 표현이 일관성을 유지하고 있습니다.",7.0,"제목 및 주요 정보들은 대비가 좋아 쉽게 읽히지만, 하단의 작은 글자들은 상대적으로 가독성이 떨어질 수 있습니다. 정보 구성은 체계적이나 시선의 자연스러운 흐름을 다소 방해하는 부분이 있어 개선 여지가 있습니다.",7.0,"해산물 테마를 중심으로 한 원형 구도와 해양 생물들의 어우러짐은 신선한 시도지만, 전반적인 레이아웃과 스타일은 다소 전통적인 축제 포스터 문법 안에 머물러 있습니다. 독창성 측면에서 약간의 변주가 더해지면 더욱 돋보일 것입니다."
경남_31,2025,경남,제16회_밀양대추축제,C:\workspace\uv_festival\홍보물\2025\경남\제16회_밀양대추축제\포스터\제16회_밀양대추축제_poster_01_20251018.jpg,8,"밝고 따뜻한 색채와 조화로운 톤이 농산물과 자연의 이미지를 잘 전달합니다. 요소들이 고르게 배치되어 시각적 균형이 잡혀 있으며, 캐릭터와 배경의 일러스트 스타일이 통일되어 완성도가 높습니다.",9,포스터 내 텍스트와 이미지가 밀접하게 연관되어 있어 주제인 농산물 대전과 체험 행사 내용을 효과적으로 전달합니다. 친근한 캐릭터와 농작물 모티프가 행사 콘셉트와 잘 맞아 시각적 일관성이 뛰어납니다.,7,"글자 색상과 배경의 대비가 충분하여 기본적인 판독성은 우수하나, 일부 세부 정보(날짜 등)가 다소 복잡하게 배치되어 눈에 확 띄지 않는 점은 아쉽습니다. 전체적인 정보 구조는 계층별 구분이 잘 되어 있습니다.",7.5,"전통과 현대를 아우르는 캐릭터 디자인과 밝은 색상 배합이 신선하며, 농산물과 농촌 이미지의 독창적 표현이 돋보입니다. 다만 전체 구성은 친숙한 축제 포스터 형식을 따르고 있어 혁신성은 다소 제한적입니다."
경남_32,2025,경남,제19회_거제섬꽃축제,C:\workspace\uv_festival\홍보물\2025\경남\제19회_거제섬꽃축제\포스터\제19회_거제섬꽃축제_poster_01_20251025.jpg,8.0,"따뜻한 노랑과 분홍 색조의 조화가 매우 아름답고, 구도는 상단의 텍스트와 하단의 꽃밭이 균형을 이루어 시각적으로 안정적입니다. 일러스트와 사진적 요소가 적절히 조화되어 형태의 리듬감이 살아있습니다.",9.0,"‘거제 섬꽃 축제’라는 주제와 실제 꽃 이미지, 평화의 의미를 담은 비둘기 이미지가 잘 매치되어 주제 적합성이 우수합니다. 텍스트와 시각적 요소들이 행사의 콘셉트인 ‘섬꽃’과 ‘평화’를 일관되게 전달합니다.",7.0,"주요 정보가 구조적으로 잘 배치되어 있으나, 배경색과 일부 텍스트(분홍, 보라)의 대비가 약간 낮아 가독성이 떨어지는 부분이 있습니다. 시선 흐름은 자연스럽게 상단에서 하단으로 이어집니다.",7.5,전통적인 축제 포스터 형식을 따르면서도 평화의 비둘기 구름 형상과 다양한 색상의 꽃 표현이 신선합니다. 다만 전체적으로 큰 틀에서 벗어난 독창적인 시도는 다소 부족한 편입니다.
경남_35,2025,경남,제20회_봉숫골꽃나들이_축제,C:\workspace\uv_festival\홍보물\2025\경남\제20회_봉숫골꽃나들이_축제\포스터\제20회_봉숫골꽃나들이_축제_poster_02_20250329.jpg,8,"포스터는 전통적인 한식 색조와 선명한 명도 대비를 통해 시각적 안정감을 제공하며, 전체적으로 균형 잡힌 구도를 가지고 있다. 일러스트 형식의 통일성과 형태 리듬감도 잘 유지되어 있어 전통미를 효과적으로 표현한다.",9,"텍스트와 이미지 간 의미적 연결이 매우 명확하며, '가야문화축제'라는 주제를 전통 건축물, 복식, 기념물 등으로 일관되게 표현하였다. 문화축제의 핵심 테마가 시각과 텍스트 모두에서 잘 반영되어 있다.",7,"전체적으로 글자와 배경 대비가 적절하여 판독성이 양호하나, 일부 작은 글씨는 배경과 약간 섞여 눈에 덜 띌 수 있다. 정보 계층이 잘 구성되어 있으나 시선 흐름이 약간 복잡할 수 있다.",7,"전통 문화 요소를 현대적 스타일의 일러스트로 표현해 신선함을 주지만, 형식적으로는 다소 전통적인 문법을 따르고 있어 독창성에서 약간 제한적이다. 색상과 모티프의 다양성은 적절히 조화된 수준이다."
경남_37,2025,경남,제22회_사천시_삼천포항_자연산전어축제,C:\workspace\uv_festival\홍보물\2025\경남\제22회_사천시_삼천포항_자연산전어축제\포스터\제22회_사천시_삼천포항_자연산전어축제_poster_06_20250815.jpg,7.5,"밝고 경쾌한 색채 구성이 돋보이며, 하늘과 바다를 연상시키는 청색과 빨강·주황 색상의 조화가 좋습니다. 구도는 중심에 주요 텍스트를 배치해 안정감이 있고, 케이블카와 관람차 일러스트가 공간을 잘 채워 조형 완성도가 높습니다.",8.0,포스터의 이미지와 텍스트가 축제 주제인 자연과 해양을 잘 반영하고 있습니다. 삼천포항과 전어축제를 시각적으로 일관되게 전달해 행사의 핵심 테마와 조화롭습니다. 텍스트와 일러스트의 의미적 연결도 명확합니다.,7.0,"텍스트 대비가 전반적으로 양호하나 하늘색 배경과 일부 밝은 색 글자의 대비가 약간 낮아 가독성이 다소 떨어질 수 있습니다. 정보의 계층 구조가 명확하며, 시선 흐름도 자연스럽게 잘 설계되어 있습니다.",6.5,"기존 축제 포스터 문법의 범위 내에서 안정적 구성을 따르지만, 케이블카와 관람차 등 모티프의 활용이 참신성을 더합니다. 전반적으로 친숙하면서도 독자적인 연출이 돋보이나, 창의성 면에서는 약간 보수적인 편입니다."
경남_39,2025,경남,제24회_진주논개제,C:\workspace\uv_festival\홍보물\2025\경남\제24회_진주논개제\포스터\제24회_진주논개제_poster_02_20250503.jpg,8.0,"자연스러운 색채 조화와 명도 대비가 뛰어나며, 전통적인 한국적 이미지와 현대적인 절제미가 조화를 이룹니다. 중심을 잡은 구도와 반복된 형태 리듬으로 시각적 안정감을 잘 구현했습니다.",9.0,"포스터의 시각 요소와 텍스트가 잘 연결되어 진주논개제의 전통성과 축제 분위기를 효과적으로 전달합니다. ‘청춘의 설렘, 새로운 교방’이라는 주제와 이미지가 일관성을 갖고 조화를 이루고 있습니다.",7.5,"텍스트와 배경 간의 대비가 적절해 기본적인 가독성은 확보되었으나, 일부 글자가 배경과 더 자연스럽게 융합되어 시선 흐름에 약간의 방해가 될 수 있습니다. 정보 구조는 명확하고 계층도 잘 구성되어 있습니다.",8.5,"전통적 건축물과 인물을 추상화한 형식적 변주가 돋보이며, 미묘한 톤 변화를 통한 표현이 신선합니다. 기존 축제 포스터와 차별화되는 독창적인 비주얼 패턴과 연출이 인상적입니다."
경남_34,2025,경남,제1회_숭어축제,C:\workspace\uv_festival\홍보물\2025\경남\제1회_숭어축제\포스터\제1회_숭어축제_poster_01_20251101.jpg,8.5,부드러운 파스텔 톤 배경과 생동감 있는 색채의 대비가 조화를 이루어 시각적 안정감을 제공한다. 중앙과 우측 요소들의 균형 잡힌 배치가 전체적으로 리듬감 있고 조형적으로 완성도가 높다.,9,봄 축제와 송어라는 핵심 주제가 시각과 텍스트에서 일관성 있게 표현되어 이해가 쉽다. 전통 요소와 축제 분위기를 잘 담아내어 메시지 전달이 명확하다.,8,주요 정보는 색 대비와 계층적 배치로 명확하게 구분되어 가독성이 높다. 다만 QR코드 주변 텍스트와 일부 작은 글자는 배경과의 대비가 약간 약해 개선 여지가 있다.,8.2,"전통 인물과 현대적 그래픽 요소의 결합, 큰 송어를 무대로 활용한 연출이 신선하다. 전체적으로 참신한 시각 패턴과 독창적 구성이 돋보인다."
경남_41,2025,경남,제27회_화개장터_벚꽃축제,C:\workspace\uv_festival\홍보물\2025\경남\제27회_화개장터_벚꽃축제\포스터\제27회_화개장터_벚꽃축제_poster_01_20250328.jpg,8.5,"부드럽고 따뜻한 분홍색 계열이 꽃잎과 배경에 조화를 이루며 시각적 안정감을 준다. 구도가 중앙 집중형으로 균형있으며, 일러스트와 텍스트가 손쉽게 어우러져 완성도가 높다.",9.0,"벚꽃 축제라는 주제와 벚꽃 이미지, 행사 내용이 잘 맞아떨어져 시각과 텍스트가 강한 일관성을 유지한다. 제목과 삽화가 축제의 분위기를 효과적으로 전달한다.",8.0,"텍스트와 배경 간 색 대비가 적절해 가독성이 높으며, 중요 날짜와 행사 내용이 명확하게 계층화되어 있다. 전체적으로 시선의 흐름이 자연스럽고 정보 전달에 용이하다.",7.0,"전통적인 축제 포스터 형식을 따르면서도 벚꽃 모양 안에 행사 장면을 담은 점이 신선하다. 다만, 색상과 구성의 독창성은 다소 보수적인 편이다."
경남_40,2025,경남,제27회_와룡문화제,C:\workspace\uv_festival\홍보물\2025\경남\제27회_와룡문화제\포스터\제27회_와룡문화제_poster_01_20250501.jpg,8,"선명한 색채 대비와 조화로운 분홍, 파랑 계열의 색상이 돋보입니다. 중심에 텍스트와 드래곤 일러스트가 균형 있게 배치되어 시각적 안정감을 제공합니다. 드래곤의 리듬감 있는 곡선이 조형 완성도를 높였습니다.",9,"‘와룡문화제’라는 제목과 함께 드래곤 이미지가 행사명을 강화하며 의미 연결이 잘 이루어졌습니다. 통합 30주년 기념이라는 콘셉트와 축제 내용이 일관성 있게 반영되었고, 텍스트와 이미지 간 시멘틱 유사성이 뛰어납니다.",8,"배경 다크 톤과 대비되는 흰색 영역과 진한 검정 글자 색상으로 텍스트 가독성이 높습니다. 제목, 행사 소개, 날짜 등 정보 계층이 명확하지만 상단 작은 정보는 다소 눈에 덜 띄어 시선 흐름에서 약간 아쉬움이 있습니다.",7,전통적인 드래곤 이미지를 현대적 색감과 스타일로 재해석한 점은 신선합니다. 다만 전반적인 구성이 비교적 전형적인 축제 포스터 형식에 머물러 있어 형식적 변주나 독창성 면에서 다소 제한적입니다.
경남_42,2025,경남,제29회_황매산철쭉제,C:\workspace\uv_festival\홍보물\2025\경남\제29회_황매산철쭉제\포스터\제29회_황매산철쭉제_poster_01_20250426.jpg,8.0,"따뜻한 핑크 톤과 연한 배경 색채가 조화를 이루어 부드러운 분위기를 연출합니다. 구도가 안정적이며, 인물과 자연 요소가 조화롭게 배치되어 시각적 균형감이 뛰어납니다.",9.0,"철쭉꽃 축제라는 주제가 포스터 전체에서 분명하게 드러나며, 텍스트와 이미지가 밀접하게 연결되어 있습니다. 행사 일정과 장소 정보도 명확하게 전달되어 주제 적합성이 높습니다.",7.5,"글자와 배경의 색 대비가 비교적 좋아 가독성이 양호합니다. 제목과 날짜, 장소가 계층적으로 구성되어 시선 흐름이 자연스럽지만, 일부 작은 글씨는 조금 더 명확했으면 좋겠습니다.",7.0,전통적인 축제 포스터 형식을 따르면서도 부드러운 일러스트 스타일과 색채 활용으로 신선함을 주는 편입니다. 다만 전체적인 구성이 크게 벗어나지 않아 독창성은 중간 정도로 평가됩니다.
경남_38,2025,경남,제22회_의령토요애수박축제,C:\workspace\uv_festival\홍보물\2025\경남\제22회_의령토요애수박축제\포스터\제22회_의령토요애수박축제_poster_01_20250417.jpg,7.0,"수박을 연상시키는 색채 구성이 돋보이며, 빨강과 초록의 명도 대비가 강해 시선을 끕니다. 다만, 전체적으로 이미지와 텍스트가 조금 과밀하고 구도에 여유가 부족하여 안정감은 다소 떨어집니다. 조형적인 통일감은 사진과 일러스트가 혼재되어 있으나, 수박 테마가 전체적으로 잘 전달됩니다.",9.0,"수박축제라는 주제가 텍스트와 이미지, 로고가 일관되게 표현되어 주제 전달력이 뛰어납니다. 텍스트와 이미지 간 의미적 연결이 명확하며, 행사 프로그램과 부대 행사 내용도 시각적으로 잘 반영되어 있습니다. 콘셉트의 일관성이 매우 만족스럽습니다.",6.5,"주요 정보인 일정과 장소는 크고 뚜렷하게 표시되어 가독성이 좋으나, 다양한 색상의 텍스트가 혼재되어 일부 문장은 읽기 다소 어렵습니다. 정보 구조는 명확하나, 텍스트 간 간격이나 배치가 촘촘해 시선 흐름이 자연스럽지 않은 부분이 있습니다.",6.0,"수박 모티프를 활용한 글자 디자인은 신선하지만, 전체적인 레이아웃과 구성은 전통적인 축제 포스터 형식을 크게 벗어나지 않아 독창성은 보통 수준입니다. 사진과 텍스트 배치에 있어 참신함이 조금 더 요구됩니다."
경남_43,2025,경남,제2회_MY아리나드림페스티벌,C:\workspace\uv_festival\홍보물\2025\경남\제2회_MY아리나드림페스티벌\포스터\제2회_MY아리나드림페스티벌_poster_05_20250308.jpg,8,"밝고 활기찬 색채 구성이 돋보이며, 명도와 채도의 대비가 적절하게 조화되어 있다. 전반적으로 구도가 균형 잡혀 시각적 안정감을 준다. 일러스트와 텍스트 디자인 간의 통일감도 뛰어나 완성도가 높다.",9,"축제의 즐거움과 가족 중심 테마가 제목, 이미지, 문구 모두에서 일관성 있게 전달된다. 텍스트와 그림이 의미적으로 잘 연결되어 있어 주제 이해를 돕는다. 전반적인 콘셉트가 명확하고 행사의 성격과 잘 맞는다.",8,"글자와 배경의 색상 대비가 좋아 가독성이 우수하다. 주요 정보(날짜, 장소 등)가 명확한 계층 구조로 배치되어 쉽게 인지된다. 시선 흐름도 자연스러워서 정보를 빠르게 파악할 수 있다.",7,"캐릭터를 활용한 글자 표현과 풍선, 일러스트 패턴이 신선하지만 전체적으로 전통적인 축제 포스터 구성에 크게 벗어나지 않는다. 독창적인 요소가 있으나 약간 평범한 감도 있어 창의성은 중상위권이다."
경남_46,2025,경남,제2회_통영어부장터축제,C:\workspace\uv_festival\홍보물\2025\경남\제2회_통영어부장터축제\포스터\제2회_통영어부장터축제_poster_02_20251024.jpg,7,"밝고 청량한 파란색 배경에 붉은색과 흰색 텍스트가 조화를 이루며, 중심에 있는 로고와 텍스트가 균형 있게 배치되어 시각적 안정감을 준다. 하지만 일러스트와 사진 요소가 다소 분리된 느낌이 있어 통일감은 약간 부족하다.",9,"‘통영 어부 장터’라는 제목과 바다, 조업 이미지들이 명확히 연결되며, 신선한 해산물 축제라는 주제가 잘 드러난다. 텍스트와 비주얼이 행사 콘셉트와 언어적으로도 일관성을 잘 유지하고 있다.",8,"글씨가 배경과 충분한 대비를 이루어 가독성이 좋고, 일정·장소·내용이 명확히 구분되어 정보 전달이 효과적이다. 다만 일부 작은 글씨는 약간 혼잡해 보일 수 있으나 전반적인 시선 흐름은 자연스럽다.",6,"기존 축제 포스터 형식을 크게 벗어나지 않았으나, 해양 요소와 셰프 사진을 병합해 직관적인 메시지를 전달한 점은 신선하다. 전반적으로 안전한 구성이며 더 독창적인 시각 패턴이나 연출이 더해지면 좋겠다."
경남_44,2025,경남,제2회_김해한우축제,C:\workspace\uv_festival\홍보물\2025\경남\제2회_김해한우축제\포스터\제2회_김해한우축제_poster_01_20250522.jpg,7.5,금빛 소 일러스트와 그라데이션 배경이 조화를 이루어 고급스러운 분위기를 연출한다. 구도가 다소 중앙에 집중되어 안정적인 시선을 제공하지만 다소 단조롭게 느껴질 수 있다. 전체적인 조형 완성도는 높은 편으로 통일감이 잘 유지되고 있다.,8.0,한우 축제를 주제로 한 비주얼과 텍스트가 잘 어우러져 의미 전달이 명확하다. 금색 소 이미지는 명품 한우라는 콘셉트를 효과적으로 강조한다. 텍스트와 이미지 간 시멘틱 유사성이 높아 행사 목적에 부합하는 디자인이다.,6.5,"텍스트 대비는 대체로 적절하나, 금빛 배경과 일부 흰 글씨가 다소 가독성을 떨어뜨린다. 날짜와 장소 정보가 명확하지만 정보 구조가 조금 더 체계적이고 구분되면 좋겠다. 시선의 흐름은 자연스러운 편이나 일부 요소가 겹쳐 집중력이 분산될 수 있다.",6.0,"전체적인 구성은 전통적인 축제 포스터 형식을 따르고 있어 새로움이 다소 부족하다. 금색 소 디자인은 독특한 모티프로서의 가치를 가지나, 색상과 형태에서 좀 더 실험적인 변주가 가능해 보인다. 독창성 면에서는 보완 여지가 있다."
경남_47,2025,경남,제30회_김해분청도자기축제,C:\workspace\uv_festival\홍보물\2025\경남\제30회_김해분청도자기축제\포스터\제30회_김해분청도자기축제_poster_01_20251105.png,8,진한 보라색과 연한 녹색의 대비가 조화롭게 어우러져 시각적으로 안정감이 뛰어납니다. 큰 숫자 30의 중심 배치와 내부 일러스트가 리듬감 있게 조형되어 예술성이 높습니다.,9,도자기 축제라는 주제에 맞게 도자기와 전통 문양 일러스트가 숫자 30 내부에 배치되어 텍스트와 이미지가 의미적으로 잘 연결되어 있습니다. 전통과 현대가 어우러지는 콘셉트가 일관성 있게 표현되었습니다.,7,보라색 배경에 대비되는 밝은 녹색과 흰색 텍스트가 가독성을 확보하였으나 일부 텍스트 크기가 작아 자세한 정보는 판독이 어려운 부분이 있습니다. 정보의 계층 구조는 잘 구성되어 있으나 시선 흐름이 약간 집중 경향을 가집니다.,8,기존 축제 포스터에서 보기 드문 대형 숫자 내부를 다양한 전통 이미지로 채운 형식적 참신성이 돋보입니다. 색상 구성과 모티프 사용이 독창적이며 전반적 연출에 신선함이 있습니다.
경남_49,2025,경남,제35회_거창국제연극제,C:\workspace\uv_festival\홍보물\2025\경남\제35회_거창국제연극제\포스터\제35회_거창국제연극제_poster_05_20250725.jpg,8.5,선명한 노란색 배경과 원색 조합으로 강렬한 대비와 조화를 이루고 있습니다. 중앙 인물의 강한 컬러 포인트와 불규칙한 형태가 독특한 리듬감을 주어 시선을 끕니다. 전체적으로 구도는 안정적이며 시각적 균형을 잘 유지하고 있습니다.,9,"극제의 핵심인 연극과 인간, 자연이라는 주제를 이미지와 텍스트가 잘 결합하여 표현했습니다. 다채로운 색상으로 국제적이고 다양성을 강조하는 느낌을 주며, 제목과 행사 정보가 명확하게 연결되어 있습니다. 텍스트와 이미지의 의미적 연관성이 뛰어납니다.",8,"글자와 배경 간 높은 대비 덕분에 주요 정보는 쉽게 읽힙니다. 제목-일정-장소로 이어지는 구조가 명확하지만, 하단의 작은 정보들은 가독성이 상대적으로 떨어질 수 있습니다. 시선 흐름은 자연스러워 정보를 빠르게 인식하기 좋습니다.",9,"흑백 인물 사진에 강렬한 원색을 부분적으로 입히는 시도가 매우 참신합니다. 전체적인 시각 패턴과 색상 배합이 독창적이며, 전통적인 축제 포스터 형식을 벗어난 독특한 연출이 돋보입니다. 표현 방식에서 높은 창의성을 확인할 수 있습니다."
